Label,Mean,NormIntensity,Area,X,Y,Experiment
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610254,674.712,0.4805527725943783,0.084,31.709,24.991,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610255,587.224,0.4182408514061722,0.08,19.546,25.056,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610248,312.053,0.22225473142080404,0.06,20.894,24.263,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610249,352.183,0.2508366786282235,0.075,21.202,24.481,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610250,394.164,0.2807369708214624,0.077,19.42,24.541,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610251,464.795,0.33104276482114453,0.077,29.706,24.87,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610740,345.304,0.24593722149291727,0.059,45.454,36.902,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610741,846.862,0.6031638419130242,0.084,37.811,37.032,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610742,308.158,0.2194805803026157,0.04,35.537,37.086,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610743,812.625,0.5787790891958445,0.084,44.821,37.162,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610736,821.575,0.5851535827793583,0.084,31.969,36.61,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610737,430.215,0.30641371586942345,0.083,41.026,36.579,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610738,358.692,0.25547260921314985,0.068,38.061,36.616,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610739,339.962,0.24213246789256754,0.056,44.716,36.765,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610748,276.926,0.19723609051487273,0.028,31.955,37.755,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610749,313.229,0.22309231851066014,0.051,33.601,37.988,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610750,279.441,0.19902735882353606,0.036,36.282,38.084,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610751,255.833,0.18221294044145886,0.019,45.416,38.078,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610744,319.79,0.22776528525942366,0.065,36.559,37.275,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610745,401.388,0.28588214865914985,0.071,35.072,37.305,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610746,399.432,0.28448901911173613,0.078,42.98,37.493,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610747,585.167,0.4167757862328439,0.082,35.244,37.647,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610724,455.405,0.32435488831285475,0.083,40.049,34.986,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610725,729.962,0.5199036966713761,0.084,35.636,35.085,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610726,712.725,0.5076269205932729,0.084,33.105,35.182,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610727,431.684,0.3074599874978237,0.083,35.215,35.281,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610720,549.862,0.39163036768916226,0.084,35.474,34.436,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610721,273.778,0.19499397813488378,0.028,36.873,34.564,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610722,268.25,0.19105674902542416,0.021,39.59,34.676,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610723,275.8,0.1964341151210139,0.026,43.336,34.73,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610732,721.4,0.5138055498488014,0.084,32.586,36.026,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610733,335.073,0.2386503562579532,0.058,42.014,36.213,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610734,535.443,0.3813606667974657,0.083,37.293,36.319,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610735,362.36,0.2580850832315105,0.079,40.574,36.443,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610728,315.9,0.224994695310835,0.053,45.126,35.753,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610729,1063.237,0.7572734563412672,0.084,32.066,35.831,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610730,270.545,0.19269132587169946,0.023,44.416,35.831,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610731,493.083,0.35119043794856747,0.076,37.273,35.867,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610708,371.152,0.26434704385567276,0.07,32.597,33.181,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610709,294.978,0.21009333723773185,0.047,34.415,33.211,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610710,330.325,0.2352686696060512,0.042,34.76,33.212,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610711,421.457,0.3001759711985394,0.074,38.735,33.239,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610704,290.1,0.2066190601762369,0.032,39.438,32.744,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610705,298.808,0.21282119315112372,0.027,34.971,32.943,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610706,392.337,0.2794357194497217,0.084,36.513,32.975,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610707,345.902,0.2463631373770448,0.064,36.11,33.064,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610716,275.19,0.19599965242984704,0.022,31.953,33.758,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610717,341.623,0.2433154884335973,0.056,32.735,33.8,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610718,423.026,0.3012934662189341,0.08,36.837,33.819,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610719,322.738,0.22986495085542344,0.064,40.445,34.108,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610712,328.108,0.23368964700553166,0.078,31.88,33.26,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610713,409.512,0.29166833702478845,0.084,33.137,33.267,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610714,367.797,0.2619574990542551,0.083,41.12,33.658,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610715,276.192,0.1967133108176326,0.027,43.15,33.689,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610692,1028.862,0.7327904153431349,0.084,41.121,32.001,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610693,351.923,0.2506514978090376,0.055,33.92,32.061,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610694,279.536,0.1990950210459309,0.029,31.936,32.131,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610695,469.882,0.3346658987719081,0.08,34.605,32.167,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610688,329.023,0.23434134104228196,0.045,33.911,31.111,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610689,290.941,0.20721804890291118,0.036,34.226,31.365,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610690,431.027,0.30699204981241934,0.077,32.793,31.808,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610691,273.04,0.1944683495019639,0.026,36.495,31.831,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610700,383.329,0.27301991629885114,0.077,34.144,32.61,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610701,653.763,0.4656321842054366,0.084,37.097,32.586,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610702,304.583,0.21693434403880996,0.063,32.038,32.766,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610703,395.5,0.2816885153385098,0.076,33.302,32.74,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610696,411.557,0.2931248553910773,0.074,36.88,32.404,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610697,833.275,0.5934867196427225,0.084,33.592,32.423,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610698,501.747,0.3573612326309767,0.083,36.027,32.457,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610699,300.796,0.2142371141839757,0.052,37.616,32.493,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610676,578.837,0.4122673455195878,0.084,37.129,29.6,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610677,579.35,0.41263272152052,0.084,36.026,29.762,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610678,465.321,0.331417399863036,0.082,36.347,29.89,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610679,1295.963,0.9230288075945415,0.084,37.422,29.924,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610672,459.4,0.32720026282303766,0.084,35.734,28.983,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610673,779.25,0.5550082821176581,0.084,36.837,29.113,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610674,276.148,0.196681972525155,0.028,32.983,29.147,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610675,250.286,0.17826217888752027,0.015,42.48,29.382,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610684,290.833,0.20714112763955708,0.038,31.9,30.491,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610685,279.517,0.19908148860145194,0.031,35.802,30.506,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610686,283.529,0.20193897108827394,0.018,41.201,30.538,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610687,442.962,0.31549256164697087,0.083,37.812,30.832,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610680,416.5,0.29664542765736873,0.08,37.966,30.054,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610681,312.151,0.22232453034495872,0.056,35.308,30.204,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610682,779.038,0.5548572885266295,0.084,36.902,30.411,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610683,478.438,0.3407597721909632,0.084,37.714,30.411,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610660,332.375,0.2367287491419398,0.067,33.846,27.728,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610661,333.922,0.23783057501609575,0.054,33.358,27.816,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610662,352.467,0.25103895306148805,0.063,34.16,27.842,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610663,494.15,0.35195039154114943,0.084,34.987,27.912,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610656,381.836,0.2719565510563723,0.071,34.319,27.276,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610657,625.025,0.44516400581403814,0.084,40.213,27.36,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610658,343.292,0.2445042068459866,0.068,37.025,27.551,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610659,330.2,0.23517964036605798,0.074,32.102,27.639,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610668,307.982,0.21935522713270528,0.058,40.607,28.604,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610669,320.449,0.22823464741266783,0.073,41.118,28.743,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610670,414.12,0.29495031092789803,0.079,41.933,28.765,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610671,337.719,0.24053492721012942,0.06,41.626,28.871,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610664,496.886,0.35389906354612083,0.083,33.626,28.105,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610665,326.179,0.23231574777395647,0.059,34.829,28.187,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610666,353.533,0.25179819442015017,0.063,41.19,28.398,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610667,306.511,0.2183075310364652,0.05,37.0,28.531,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610644,430.167,0.3063795286412661,0.076,35.554,25.251,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610645,333.167,0.23729283840653675,0.07,37.829,25.554,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610646,701.8,0.49984576501786643,0.084,38.395,25.575,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610647,269.789,0.1921528770282205,0.02,44.597,25.79,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610640,330.143,0.23513904303262106,0.044,33.11,24.852,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610641,426.113,0.3034921323298064,0.084,37.876,24.926,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610642,326.015,0.23219894141108538,0.068,38.387,25.026,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610643,330.818,0.2356198009285844,0.058,33.099,25.19,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610652,278.486,0.19834717542998795,0.037,32.562,26.598,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610653,264.471,0.1883652170419495,0.018,35.569,26.829,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610654,270.5,0.1926592753453019,0.027,39.703,27.023,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610655,273.279,0.1946385734088309,0.045,33.352,27.189,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610648,438.873,0.312580237148313,0.083,37.683,25.898,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610649,485.333,0.3456706250689886,0.082,34.374,26.027,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610650,401.351,0.2858557960041119,0.078,32.294,26.289,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610651,294.786,0.20995658832510228,0.044,38.966,26.445,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610628,513.825,0.3659635939160804,0.084,43.361,23.985,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610629,499.225,0.35556497868487374,0.084,43.978,24.082,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610630,499.825,0.3559923190368411,0.084,44.367,24.082,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610631,281.926,0.20079726011460103,0.028,35.066,24.312,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610624,285.44,0.20330005010929011,0.026,44.511,23.528,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610625,495.987,0.35325876525208966,0.083,39.726,23.723,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610626,362.698,0.2583258182964521,0.066,42.038,23.778,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610627,291.702,0.20776005891598984,0.05,40.681,23.896,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610636,783.212,0.5578301529084828,0.084,39.921,24.374,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610637,372.147,0.26505571660601873,0.072,38.149,24.566,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610638,340.344,0.24240454124998678,0.067,44.351,24.523,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610639,861.513,0.6135987810741481,0.084,32.683,24.829,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610632,354.048,0.2521649948889222,0.066,39.424,24.314,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610633,996.05,0.7094205959618778,0.084,32.683,24.342,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610634,290.63,0.20699654415380808,0.057,42.388,24.349,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610635,298.7,0.2127442718877696,0.042,38.513,24.419,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610612,264.667,0.18850481489025883,0.016,40.8,21.807,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610613,301.481,0.21472499441913848,0.055,44.726,21.787,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610614,457.243,0.32566397425771487,0.078,43.013,21.947,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610615,690.8,0.4920111918984641,0.084,42.387,22.362,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610608,651.837,0.46426042167562126,0.084,45.471,21.421,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610609,292.14,0.20807201737292605,0.045,33.409,21.416,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610610,310.936,0.22145916613222472,0.05,31.883,21.52,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610611,377.459,0.2688391031887701,0.078,45.151,21.543,Exp97_C7
